IDLOG,IDTRACKER,IDSTATUS,APLC_SEQ_NO,PROC_PGRS_SEQ_NO,APLC_STATUS,APLC_AUTH,DATA_CHNG_DTTM
8853,5412,70,12002516163,2,Approval Completed,Approved,02/23/2023 17:27
8854,5412,61,12002516163,3,Member Bank Apprval 1,Approved,01/12/2023 10:22
8855,5412,70,12002516163,3,Approval Completed,Approved,02/23/2023 17:34
8856,5412,70,12002516163,4,Approval Completed,Approved,02/23/2023 17:42
8857,5413,10,12002516164,1,DOC Registration,Approved,01/02/2023 18:31
8858,5413,15,12002516164,1,Quality Assurance (QAM),Approved,01/03/2023 8:32
8859,5413,20,12002516164,1,Data Entry,Approved,01/03/2023 15:37
8860,5413,30,12002516164,1,B/L Check,Approved,01/03/2023 15:37
8861,5413,40,12002516164,1,Application Check,Approved,01/03/2023 16:00
8862,5413,50,12002516164,1,Merchant Analyst,Approved,01/04/2023 9:05
8863,5413,61,12002516164,1,Member Bank Apprval 1,Approved,01/07/2023 21:12
8864,5413,70,12002516164,1,Approval Completed,Approved,01/04/2023 13:50
8865,5413,61,12002516164,2,Member Bank Apprval 1,Approved,01/08/2023 13:04
8866,5413,70,12002516164,2,Approval Completed,Approved,01/07/2023 15:09
8867,5413,61,12002516164,3,Member Bank Apprval 1,Approved,01/04/2023 13:50
8868,5413,70,12002516164,3,Approval Completed,Approved,01/07/2023 21:12
8869,5413,70,12002516164,4,Approval Completed,Approved,01/08/2023 13:04
8870,5414,10,12002516165,1,DOC Registration,Approved,01/02/2023 18:38
8871,5414,15,12002516165,1,Quality Assurance (QAM),Approved,01/03/2023 8:31
8872,5414,20,12002516165,1,Data Entry,Approved,01/03/2023 14:44
8873,5414,30,12002516165,1,B/L Check,Approved,01/03/2023 14:44
8874,5414,40,12002516165,1,Application Check,Approved,01/03/2023 14:53
8875,5414,50,12002516165,1,Merchant Analyst,Approved,01/05/2023 10:56
8876,5414,61,12002516165,1,Member Bank Apprval 1,Approved,02/23/2023 17:34
8877,5414,70,12002516165,1,Approval Completed,Approved,01/12/2023 10:22
8878,5414,61,12002516165,2,Member Bank Apprval 1,Approved,02/23/2023 17:41
8879,5414,70,12002516165,2,Approval Completed,Approved,02/23/2023 17:27
8880,5414,61,12002516165,3,Member Bank Apprval 1,Approved,01/12/2023 10:22
8881,5414,70,12002516165,3,Approval Completed,Approved,02/23/2023 17:34
8882,5414,70,12002516165,4,Approval Completed,Approved,02/23/2023 17:41
8883,5415,10,12002516166,1,DOC Registration,Approved,01/02/2023 18:47
4039,6046,15,12002943960,2,Quality Assurance (QAM),Approved,01/13/2023 9:17
4040,6046,20,12002943960,2,Data Entry,Approved,01/13/2023 9:50
4041,6046,30,12002943960,2,B/L Check,Approved,01/13/2023 9:50
4042,6046,40,12002943960,2,Application Check,Approved,01/13/2023 9:50
4054,6047,40,12002947542,2,Application Check,Approved,01/13/2023 10:19
4055,6047,70,12002947542,2,Approval Completed,,01/15/2023 21:04
4056,6048,10,12002947566,1,DOC Registration,Approved,01/12/2023 15:33
4057,6048,15,12002947566,1,Quality Assurance (QAM),Approved,01/12/2023 15:34
4058,6048,20,12002947566,1,Data Entry,Approved,01/13/2023 9:00
4059,6048,30,12002947566,1,B/L Check,Approved,01/13/2023 9:00
4060,6048,40,12002947566,1,Application Check,Approved,01/13/2023 11:06
4061,6048,50,12002947566,1,Merchant Analyst,Approved,01/13/2023 11:54
4062,6048,61,12002947566,1,Member Bank Apprval 1,Approved,01/13/2023 19:24
4063,6048,70,12002947566,1,Approval Completed,Approved,01/15/2023 21:03
4064,6048,70,12002947566,2,Approval Completed,,01/15/2023 21:03
4065,6049,10,12002950666,1,DOC Registration,Approved,01/12/2023 17:37
4066,6049,15,12002950666,1,Quality Assurance (QAM),Approved,01/12/2023 22:22
4067,6049,20,12002950666,1,Data Entry,Approved,01/13/2023 14:41
4068,6049,30,12002950666,1,B/L Check,Approved,01/13/2023 14:41
4069,6049,40,12002950666,1,Application Check,Approved,01/13/2023 15:48
4070,6049,50,12002950666,1,Merchant Analyst,Returned,01/16/2023 15:13
4071,6049,61,12002950666,1,Member Bank Apprval 1,Approved,01/18/2023 18:07
4072,6049,70,12002950666,1,Approval Completed,Approved,01/18/2023 18:07
4073,6049,20,12002950666,2,Data Entry,Approved,01/16/2023 15:28
4074,6049,30,12002950666,2,B/L Check,Approved,01/16/2023 15:28
4075,6049,40,12002950666,2,Application Check,Approved,01/16/2023 17:36
4076,6049,50,12002950666,2,Merchant Analyst,Approved,01/18/2023 14:53
4077,6050,10,12002950671,1,DOC Registration,Approved,01/12/2023 17:48
4078,6050,15,12002950671,1,Quality Assurance (QAM),Approved,01/12/2023 22:18
4079,6050,20,12002950671,1,Data Entry,Approved,01/13/2023 14:16
4080,6050,30,12002950671,1,B/L Check,Approved,01/13/2023 14:16
4081,6050,40,12002950671,1,Application Check,Approved,01/13/2023 18:46
4082,6050,50,12002950671,1,Merchant Analyst,Returned,01/17/2023 10:59
4083,6050,61,12002950671,1,Member Bank Apprval 1,Approved,01/20/2023 10:25
4084,6050,70,12002950671,1,Approval Completed,Approved,01/20/2023 10:25
4085,6050,10,12002950671,2,DOC Registration,Approved,01/19/2023 10:04
4086,6050,15,12002950671,2,Quality Assurance (QAM),Approved,01/19/2023 10:14
4087,6050,20,12002950671,2,Data Entry,Approved,01/19/2023 11:21
4088,6050,30,12002950671,2,B/L Check,Approved,01/19/2023 11:21
4089,6050,40,12002950671,2,Application Check,Approved,01/19/2023 16:07
4090,6050,50,12002950671,2,Merchant Analyst,Approved,01/20/2023 7:13
4091,6051,10,12002950694,1,DOC Registration,Approved,01/12/2023 18:00
4092,6051,15,12002950694,1,Quality Assurance (QAM),Approved,01/12/2023 22:13
4093,6051,20,12002950694,1,Data Entry,Approved,01/13/2023 12:53
4094,6051,30,12002950694,1,B/L Check,Approved,01/13/2023 12:53
4095,6051,40,12002950694,1,Application Check,Approved,01/13/2023 13:49
4096,6051,50,12002950694,1,Merchant Analyst,Returned,01/16/2023 14:15
6425,5598,20,12002599080,1,Data Entry,Approved,01/05/2023 9:13
6426,5598,30,12002599080,1,B/L Check,Approved,01/05/2023 9:13
6427,5598,40,12002599080,1,Application Check,Approved,01/05/2023 9:57
6428,5598,50,12002599080,1,Merchant Analyst,Approved,01/05/2023 16:39
6429,5598,61,12002599080,1,Member Bank Apprval 1,Approved,01/19/2023 18:10
6430,5598,70,12002599080,1,Approval Completed,Approved,02/14/2023 20:18
6431,5598,61,12002599080,2,Member Bank Apprval 1,Approved,01/19/2023 17:28
6432,5598,70,12002599080,2,Approval Completed,Approved,02/14/2023 20:18
6433,5598,61,12002599080,3,Member Bank Apprval 1,Approved,01/07/2023 12:46
6434,5598,70,12002599080,3,Approval Completed,Approved,02/14/2023 20:18
6435,5598,70,12002599080,4,Approval Completed,Approved,02/14/2023 20:18
6436,5598,70,12002599080,5,Approval Completed,,02/14/2023 20:18
6437,5599,10,12002599096,1,DOC Registration,Approved,01/04/2023 16:32
6438,5599,15,12002599096,1,Quality Assurance (QAM),Approved,01/04/2023 16:32
6439,5599,20,12002599096,1,Data Entry,Approved,01/05/2023 11:13
6440,5599,30,12002599096,1,B/L Check,Approved,01/05/2023 11:13
6441,5599,40,12002599096,1,Application Check,Approved,01/05/2023 11:21
6442,5599,61,12002599096,1,Member Bank Apprval 1,Approved,01/06/2023 14:14
6443,5599,70,12002599096,1,Approval Completed,Approved,01/09/2023 21:24
6444,5599,70,12002599096,2,Approval Completed,,01/09/2023 21:24
6445,5600,10,12002599100,1,DOC Registration,Approved,01/04/2023 16:37
6446,5600,15,12002599100,1,Quality Assurance (QAM),Approved,01/04/2023 16:44
6447,5600,20,12002599100,1,Data Entry,Approved,01/05/2023 10:01
6448,5600,30,12002599100,1,B/L Check,Approved,01/05/2023 10:01
6449,5600,40,12002599100,1,Application Check,Approved,01/05/2023 11:08
6450,5600,50,12002599100,1,Merchant Analyst,Approved,01/06/2023 10:31
6451,5600,61,12002599100,1,Member Bank Apprval 1,Approved,01/19/2023 18:11
6452,5600,70,12002599100,1,Approval Completed,Approved,02/14/2023 20:18
6453,5600,61,12002599100,2,Member Bank Apprval 1,Approved,01/19/2023 17:28
6454,5600,70,12002599100,2,Approval Completed,Approved,02/14/2023 20:18
6455,5600,61,12002599100,3,Member Bank Apprval 1,Approved,01/07/2023 12:46
6456,5600,70,12002599100,3,Approval Completed,Approved,02/14/2023 20:18
6457,5600,70,12002599100,4,Approval Completed,Approved,02/14/2023 20:18
6458,5600,70,12002599100,5,Approval Completed,,02/14/2023 20:18
6459,5601,10,12002599101,1,DOC Registration,Approved,01/04/2023 16:36
6460,5601,15,12002599101,1,Quality Assurance (QAM),Approved,01/04/2023 16:36
6461,5601,20,12002599101,1,Data Entry,Approved,01/05/2023 9:52
7977,5329,70,12002511585,2,Approval Completed,Approved,02/23/2023 17:27
7978,5329,61,12002511585,3,Member Bank Apprval 1,Approved,01/12/2023 10:22
7979,5329,70,12002511585,3,Approval Completed,Approved,02/23/2023 17:33
7980,5329,70,12002511585,4,Approval Completed,Approved,02/23/2023 17:40
7981,5330,10,12002511628,1,DOC Registration,Approved,01/02/2023 10:51
7982,5330,15,12002511628,1,Quality Assurance (QAM),Approved,01/02/2023 10:52
7983,5330,20,12002511628,1,Data Entry,Approved,01/02/2023 15:00
7984,5330,30,12002511628,1,B/L Check,Approved,01/02/2023 15:00
7985,5330,40,12002511628,1,Application Check,Approved,01/02/2023 15:29
7986,5330,50,12002511628,1,Merchant Analyst,Approved,01/03/2023 9:24
7987,5330,61,12002511628,1,Member Bank Apprval 1,Approved,01/07/2023 21:20
7988,5330,70,12002511628,1,Approval Completed,Approved,01/04/2023 13:50
7989,5330,61,12002511628,2,Member Bank Apprval 1,Approved,01/08/2023 13:19
7990,5330,70,12002511628,2,Approval Completed,Approved,01/07/2023 15:09
7991,5330,61,12002511628,3,Member Bank Apprval 1,Approved,01/04/2023 13:50
7992,5330,70,12002511628,3,Approval Completed,Approved,01/07/2023 21:20
7993,5330,70,12002511628,4,Approval Completed,Approved,01/08/2023 13:19
7994,5331,10,12002511647,1,DOC Registration,Approved,01/02/2023 11:03
7995,5331,15,12002511647,1,Quality Assurance (QAM),Approved,01/02/2023 11:17
7996,5331,20,12002511647,1,Data Entry,Approved,01/02/2023 14:26
7997,5331,30,12002511647,1,B/L Check,Approved,01/02/2023 14:26
7998,5331,40,12002511647,1,Application Check,Approved,01/02/2023 16:31
7999,5331,50,12002511647,1,Merchant Analyst,Returned,01/04/2023 9:42
8000,5331,61,12002511647,1,Member Bank Apprval 1,Approved,02/02/2023 13:00
8001,5331,70,12002511647,1,Approval Completed,Approved,02/02/2023 13:00
8002,5331,10,12002511647,2,DOC Registration,Approved,01/19/2023 11:08
8003,5331,15,12002511647,2,Quality Assurance (QAM),Approved,01/19/2023 11:27
8004,5331,20,12002511647,2,Data Entry,Approved,01/19/2023 11:38
8005,5331,30,12002511647,2,B/L Check,Approved,01/19/2023 11:38
8006,5331,40,12002511647,2,Application Check,Approved,01/19/2023 11:59
8007,5331,50,12002511647,2,Merchant Analyst,Returned,01/20/2023 10:20
8008,5331,10,12002511647,3,DOC Registration,Approved,01/24/2023 8:07
8009,5331,15,12002511647,3,Quality Assurance (QAM),Approved,01/24/2023 9:01
8010,5331,20,12002511647,3,Data Entry,Approved,01/24/2023 11:23
8011,5331,30,12002511647,3,B/L Check,Approved,01/24/2023 11:23
8012,5331,40,12002511647,3,Application Check,Approved,01/24/2023 11:27
8013,5331,50,12002511647,3,Merchant Analyst,Returned,01/25/2023 11:51
8014,5331,10,12002511647,4,DOC Registration,Approved,01/30/2023 17:26
8015,5331,15,12002511647,4,Quality Assurance (QAM),Approved,01/31/2023 3:20
8016,5331,20,12002511647,4,Data Entry,Approved,01/31/2023 8:09
8017,5331,30,12002511647,4,B/L Check,Approved,01/31/2023 8:09
8018,5331,40,12002511647,4,Application Check,Approved,01/31/2023 14:20
8019,5331,50,12002511647,4,Merchant Analyst,Approved,02/02/2023 9:02
8020,5332,10,12002511839,1,DOC Registration,Approved,01/02/2023 11:10
8021,5332,15,12002511839,1,Quality Assurance (QAM),Approved,01/02/2023 11:15
8022,5332,20,12002511839,1,Data Entry,Approved,01/02/2023 13:28
8023,5332,30,12002511839,1,B/L Check,Approved,01/02/2023 13:28
8024,5332,40,12002511839,1,Application Check,Approved,01/02/2023 13:56
8025,5332,50,12002511839,1,Merchant Analyst,Returned,01/03/2023 15:08
8026,5332,61,12002511839,1,Member Bank Apprval 1,Approved,01/12/2023 9:03
8027,5332,70,12002511839,1,Approval Completed,Approved,01/12/2023 9:03
8028,5332,10,12002511839,2,DOC Registration,Approved,01/04/2023 11:41
8029,5332,15,12002511839,2,Quality Assurance (QAM),Approved,01/04/2023 11:43
8030,5332,20,12002511839,2,Data Entry,Approved,01/04/2023 15:52
8031,5332,30,12002511839,2,B/L Check,Approved,01/04/2023 15:52
8032,5332,40,12002511839,2,Application Check,Approved,01/04/2023 19:47
8033,5332,50,12002511839,2,Merchant Analyst,Returned,01/06/2023 16:31
3380,5991,70,12002779809,2,Approval Completed,,01/19/2023 16:18
4848,5519,50,12002549242,2,Merchant Analyst,Returned,01/09/2023 7:41
4849,5519,10,12002549242,3,DOC Registration,Approved,01/09/2023 16:58
4850,5519,15,12002549242,3,Quality Assurance (QAM),Approved,01/09/2023 23:50
4851,5519,20,12002549242,3,Data Entry,Approved,01/10/2023 8:18
4852,5519,30,12002549242,3,B/L Check,Approved,01/10/2023 8:18
4516,5497,20,12002549023,2,Data Entry,Approved,01/05/2023 13:57
4517,5497,30,12002549023,2,B/L Check,Approved,01/05/2023 13:57
4518,5497,40,12002549023,2,Application Check,Approved,01/05/2023 14:16
4519,5497,50,12002549023,2,Merchant Analyst,Approved,01/05/2023 14:34
4520,5497,70,12002549023,2,Approval Completed,,01/09/2023 21:21
4521,5498,10,12002549024,1,DOC Registration,Approved,01/03/2023 14:20
4522,5498,15,12002549024,1,Quality Assurance (QAM),Approved,01/03/2023 15:11
4523,5498,20,12002549024,1,Data Entry,Approved,01/04/2023 10:22
4524,5498,30,12002549024,1,B/L Check,Approved,01/04/2023 10:22
4525,5498,40,12002549024,1,Application Check,Approved,01/04/2023 10:36
4526,5498,50,12002549024,1,Merchant Analyst,Approved,01/05/2023 10:46
4527,5498,61,12002549024,1,Member Bank Apprval 1,Approved,01/19/2023 18:02
4528,5498,70,12002549024,1,Approval Completed,Approved,02/14/2023 20:15
4529,5498,61,12002549024,2,Member Bank Apprval 1,Approved,01/19/2023 16:52
4530,5498,70,12002549024,2,Approval Completed,Approved,02/14/2023 20:15
4531,5498,61,12002549024,3,Member Bank Apprval 1,Approved,01/07/2023 12:46
4532,5498,70,12002549024,3,Approval Completed,Approved,02/14/2023 20:15
4533,5498,70,12002549024,4,Approval Completed,Approved,02/14/2023 20:15
4534,5498,70,12002549024,5,Approval Completed,,02/14/2023 20:15
4535,5499,10,12002549026,1,DOC Registration,Approved,01/03/2023 14:22
4536,5499,15,12002549026,1,Quality Assurance (QAM),Approved,01/03/2023 15:11
4537,5499,20,12002549026,1,Data Entry,Approved,01/04/2023 8:58
4538,5499,30,12002549026,1,B/L Check,Approved,01/04/2023 8:58
4539,5499,40,12002549026,1,Application Check,Approved,01/04/2023 19:33
4540,5499,50,12002549026,1,Merchant Analyst,Approved,01/08/2023 13:42
4541,5499,61,12002549026,1,Member Bank Apprval 1,Approved,01/19/2023 18:02
4542,5499,70,12002549026,1,Approval Completed,Approved,02/14/2023 20:25
4543,5499,61,12002549026,2,Member Bank Apprval 1,Approved,01/19/2023 16:52
4544,5499,70,12002549026,2,Approval Completed,Approved,02/14/2023 20:25
4545,5499,61,12002549026,3,Member Bank Apprval 1,Approved,01/12/2023 10:25
4546,5499,70,12002549026,3,Approval Completed,Approved,02/14/2023 20:25
6057,5689,20,12002648049,2,Data Entry,Approved,01/05/2023 15:50
6058,5689,30,12002648049,2,B/L Check,Approved,01/05/2023 15:50
6059,5689,40,12002648049,2,Application Check,Approved,01/05/2023 16:16
6060,5689,61,12002648049,2,Member Bank Apprval 1,Approved,01/19/2023 16:52
6061,5689,70,12002648049,2,Approval Completed,Approved,02/14/2023 20:32
6062,5689,61,12002648049,3,Member Bank Apprval 1,Approved,01/12/2023 11:01
6063,5689,70,12002648049,3,Approval Completed,Approved,02/14/2023 20:32
6064,5689,70,12002648049,4,Approval Completed,Approved,02/14/2023 20:32
6065,5689,70,12002648049,5,Approval Completed,,02/14/2023 20:32
6066,5695,10,12002648078,1,DOC Registration,Approved,01/05/2023 8:28
6067,5695,15,12002648078,1,Quality Assurance (QAM),Approved,01/05/2023 8:29
6068,5695,20,12002648078,1,Data Entry,Approved,01/05/2023 14:46
6069,5695,30,12002648078,1,B/L Check,Approved,01/05/2023 14:46
6070,5695,40,12002648078,1,Application Check,Approved,01/05/2023 15:05
6071,5695,50,12002648078,1,Merchant Analyst,Approved,01/09/2023 9:02
6072,5695,61,12002648078,1,Member Bank Apprval 1,Approved,01/19/2023 18:02
6073,5695,70,12002648078,1,Approval Completed,Approved,02/14/2023 20:34
6074,5695,61,12002648078,2,Member Bank Apprval 1,Approved,01/19/2023 16:52
6075,5695,70,12002648078,2,Approval Completed,Approved,02/14/2023 20:34
6076,5695,61,12002648078,3,Member Bank Apprval 1,Approved,01/12/2023 11:01
6077,5695,70,12002648078,3,Approval Completed,Approved,02/14/2023 20:34
6078,5695,70,12002648078,4,Approval Completed,Approved,02/14/2023 20:34
6079,5695,70,12002648078,5,Approval Completed,,02/14/2023 20:34
6080,5690,10,12002648053,1,DOC Registration,Approved,01/05/2023 8:18
6081,5690,15,12002648053,1,Quality Assurance (QAM),Approved,01/05/2023 8:20
6082,5690,20,12002648053,1,Data Entry,Approved,01/05/2023 13:08
6083,5690,30,12002648053,1,B/L Check,Approved,01/05/2023 13:08
6084,5690,40,12002648053,1,Application Check,Approved,01/05/2023 14:54
6085,5690,50,12002648053,1,Merchant Analyst,Approved,01/08/2023 23:46
6086,5690,61,12002648053,1,Member Bank Apprval 1,Approved,01/19/2023 18:16
6087,5690,70,12002648053,1,Approval Completed,Approved,02/14/2023 20:32
6088,5690,61,12002648053,2,Member Bank Apprval 1,Approved,01/19/2023 17:32
6089,5690,70,12002648053,2,Approval Completed,Approved,02/14/2023 20:32
6090,5690,61,12002648053,3,Member Bank Apprval 1,Approved,01/12/2023 11:01
6091,5690,70,12002648053,3,Approval Completed,Approved,02/14/2023 20:32
6092,5690,70,12002648053,4,Approval Completed,Approved,02/14/2023 20:32
6093,5690,70,12002648053,5,Approval Completed,,02/14/2023 20:32
6094,5691,10,12002648059,1,DOC Registration,Approved,01/05/2023 8:21
6095,5691,15,12002648059,1,Quality Assurance (QAM),Approved,01/05/2023 8:28
6096,5691,20,12002648059,1,Data Entry,Approved,01/05/2023 15:21
6097,5691,30,12002648059,1,B/L Check,Approved,01/05/2023 15:21
6098,5691,40,12002648059,1,Application Check,Approved,01/05/2023 20:39
6099,5691,50,12002648059,1,Merchant Analyst,Approved,01/08/2023 23:28
6100,5691,61,12002648059,1,Member Bank Apprval 1,Approved,01/19/2023 18:02
6101,5691,70,12002648059,1,Approval Completed,Approved,02/14/2023 20:33
6102,5691,61,12002648059,2,Member Bank Apprval 1,Approved,01/19/2023 16:52
6103,5691,70,12002648059,2,Approval Completed,Approved,02/14/2023 20:33
6104,5691,61,12002648059,3,Member Bank Apprval 1,Approved,01/12/2023 11:01
6105,5691,70,12002648059,3,Approval Completed,Approved,02/14/2023 20:33
6106,5691,70,12002648059,4,Approval Completed,Approved,02/14/2023 20:33
6107,5691,70,12002648059,5,Approval Completed,,02/14/2023 20:33
6108,5692,10,12002648065,1,DOC Registration,Approved,01/05/2023 8:21
6109,5692,15,12002648065,1,Quality Assurance (QAM),Approved,01/05/2023 8:28
6110,5692,20,12002648065,1,Data Entry,Approved,01/06/2023 8:12
6111,5692,30,12002648065,1,B/L Check,Approved,01/06/2023 8:12
6112,5692,40,12002648065,1,Application Check,Approved,01/06/2023 15:07
6113,5692,50,12002648065,1,Merchant Analyst,Approved,01/10/2023 15:12
6114,5692,61,12002648065,1,Member Bank Apprval 1,Approved,01/19/2023 18:16
6115,5692,70,12002648065,1,Approval Completed,Approved,02/14/2023 20:33
6116,5692,61,12002648065,2,Member Bank Apprval 1,Approved,01/19/2023 17:32
6117,5692,70,12002648065,2,Approval Completed,Approved,02/14/2023 20:33
6118,5692,61,12002648065,3,Member Bank Apprval 1,Approved,01/12/2023 11:01
6119,5692,70,12002648065,3,Approval Completed,Approved,02/14/2023 20:33
6120,5692,70,12002648065,4,Approval Completed,Approved,02/14/2023 20:33
6121,5692,70,12002648065,5,Approval Completed,,02/14/2023 20:33
6122,5693,10,12002648072,1,DOC Registration,Approved,01/05/2023 8:23
